FNDDTL_FUND_DETAIL_KEY,FNDDTL_FUND_DETAIL_CODE,FNDDTL_FUND_DETAIL_NAME,FND_FUND_CODE,FND_FUND_NAME
408,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
409,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
410,0000,UNCLASSIFIED,00,UNCLASSIFIED
411,0000,UNCLASSIFIED,00,UNCLASSIFIED
412,0000,UNCLASSIFIED,00,UNCLASSIFIED
413,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
414,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
415,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
416,0000,UNCLASSIFIED,00,UNCLASSIFIED
417,0000,UNCLASSIFIED,00,UNCLASSIFIED
418,0000,UNCLASSIFIED,00,UNCLASSIFIED
419,0000,UNCLASSIFIED,00,UNCLASSIFIED
420,0000,UNCLASSIFIED,00,UNCLASSIFIED
421,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
422,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
423,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
424,0100,GENERAL,01,GENERAL
425,0100,GENERAL,01,GENERAL
426,0100,GENERAL,01,GENERAL
427,0100,GENERAL,01,GENERAL
428,0100,GENERAL,01,GENERAL
429,0100,GENERAL,01,GENERAL
430,0100,GENERAL,01,GENERAL
431,0100,GENERAL,01,GENERAL
432,0100,GENERAL,01,GENERAL
433,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
434,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
435,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
436,0100,GENERAL,01,GENERAL
437,0100,GENERAL,01,GENERAL
438,0100,GENERAL,01,GENERAL
439,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
440,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
441,0100,GENERAL,01,GENERAL
442,0100,GENERAL,01,GENERAL
443,0100,GENERAL,01,GENERAL
444,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
445,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
446,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
447,0100,GENERAL,01,GENERAL
448,0100,GENERAL,01,GENERAL
449,0100,GENERAL,01,GENERAL
450,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
451,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
452,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
453,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
454,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
455,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
456,0100,GENERAL,01,GENERAL
457,0100,GENERAL,01,GENERAL
458,0100,GENERAL,01,GENERAL
459,0000,UNCLASSIFIED,00,UNCLASSIFIED
460,0000,UNCLASSIFIED,00,UNCLASSIFIED
461,0000,UNCLASSIFIED,00,UNCLASSIFIED
462,0000,UNCLASSIFIED,00,UNCLASSIFIED
463,0000,UNCLASSIFIED,00,UNCLASSIFIED
464,0000,UNCLASSIFIED,00,UNCLASSIFIED
465,0000,UNCLASSIFIED,00,UNCLASSIFIED
466,0000,UNCLASSIFIED,00,UNCLASSIFIED
467,0500,ENTERPRISE,05,ENTERPRISE
468,0500,ENTERPRISE,05,ENTERPRISE
469,0500,ENTERPRISE,05,ENTERPRISE
470,0000,UNCLASSIFIED,00,UNCLASSIFIED
471,0000,UNCLASSIFIED,00,UNCLASSIFIED
472,0000,UNCLASSIFIED,00,UNCLASSIFIED
473,0100,GENERAL,01,GENERAL
474,0100,GENERAL,01,GENERAL
475,0100,GENERAL,01,GENERAL
476,0000,UNCLASSIFIED,00,UNCLASSIFIED
477,0000,UNCLASSIFIED,00,UNCLASSIFIED
478,0000,UNCLASSIFIED,00,UNCLASSIFIED
479,0500,ENTERPRISE,05,ENTERPRISE
480,0500,ENTERPRISE,05,ENTERPRISE
481,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
482,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
483,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
484,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
485,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
486,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
487,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
488,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
489,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
490,0100,GENERAL,01,GENERAL
491,0100,GENERAL,01,GENERAL
492,0100,GENERAL,01,GENERAL
493,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
494,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
495,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
496,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
497,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
498,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
499,0000,UNCLASSIFIED,00,UNCLASSIFIED
500,0000,UNCLASSIFIED,00,UNCLASSIFIED
501,0000,UNCLASSIFIED,00,UNCLASSIFIED
502,0000,UNCLASSIFIED,00,UNCLASSIFIED
503,0000,UNCLASSIFIED,00,UNCLASSIFIED
504,0000,UNCLASSIFIED,00,UNCLASSIFIED
505,0000,UNCLASSIFIED,00,UNCLASSIFIED
506,0000,UNCLASSIFIED,00,UNCLASSIFIED
507,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
508,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
509,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
510,0000,UNCLASSIFIED,00,UNCLASSIFIED
511,0000,UNCLASSIFIED,00,UNCLASSIFIED
512,0000,UNCLASSIFIED,00,UNCLASSIFIED
513,0100,GENERAL,01,GENERAL
514,0100,GENERAL,01,GENERAL
515,0100,GENERAL,01,GENERAL
516,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
517,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
518,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
519,0000,UNCLASSIFIED,00,UNCLASSIFIED
520,0000,UNCLASSIFIED,00,UNCLASSIFIED
521,0100,GENERAL,01,GENERAL
522,0100,GENERAL,01,GENERAL
523,0100,GENERAL,01,GENERAL
524,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
525,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
526,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
527,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
528,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
529,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
530,0100,GENERAL,01,GENERAL
531,0100,GENERAL,01,GENERAL
532,0100,GENERAL,01,GENERAL
533,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
534,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
535,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
536,0000,UNCLASSIFIED,00,UNCLASSIFIED
537,0000,UNCLASSIFIED,00,UNCLASSIFIED
538,0000,UNCLASSIFIED,00,UNCLASSIFIED
539,0100,GENERAL,01,GENERAL
540,0100,GENERAL,01,GENERAL
541,0500,ENTERPRISE,05,ENTERPRISE
542,0500,ENTERPRISE,05,ENTERPRISE
543,0500,ENTERPRISE,05,ENTERPRISE
544,0000,UNCLASSIFIED,00,UNCLASSIFIED
545,0000,UNCLASSIFIED,00,UNCLASSIFIED
546,0000,UNCLASSIFIED,00,UNCLASSIFIED
547,0100,GENERAL,01,GENERAL
548,0100,GENERAL,01,GENERAL
549,0100,GENERAL,01,GENERAL
550,0500,ENTERPRISE,05,ENTERPRISE
551,0500,ENTERPRISE,05,ENTERPRISE
552,0500,ENTERPRISE,05,ENTERPRISE
553,0000,UNCLASSIFIED,00,UNCLASSIFIED
554,0000,UNCLASSIFIED,00,UNCLASSIFIED
555,0000,UNCLASSIFIED,00,UNCLASSIFIED
556,0100,GENERAL,01,GENERAL
557,0100,GENERAL,01,GENERAL
558,0100,GENERAL,01,GENERAL
559,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
560,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
561,0100,GENERAL,01,GENERAL
562,0100,GENERAL,01,GENERAL
563,0100,GENERAL,01,GENERAL
564,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
565,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
566,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
567,0100,GENERAL,01,GENERAL
568,0100,GENERAL,01,GENERAL
569,0100,GENERAL,01,GENERAL
570,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
571,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
572,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
573,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
574,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
575,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
576,0100,GENERAL,01,GENERAL
577,0100,GENERAL,01,GENERAL
578,0100,GENERAL,01,GENERAL
579,0000,UNCLASSIFIED,00,UNCLASSIFIED
580,0000,UNCLASSIFIED,00,UNCLASSIFIED
581,0000,UNCLASSIFIED,00,UNCLASSIFIED
582,0000,UNCLASSIFIED,00,UNCLASSIFIED
583,0000,UNCLASSIFIED,00,UNCLASSIFIED
584,0000,UNCLASSIFIED,00,UNCLASSIFIED
585,0000,UNCLASSIFIED,00,UNCLASSIFIED
586,0000,UNCLASSIFIED,00,UNCLASSIFIED
587,0500,ENTERPRISE,05,ENTERPRISE
588,0500,ENTERPRISE,05,ENTERPRISE
589,0500,ENTERPRISE,05,ENTERPRISE
590,0000,UNCLASSIFIED,00,UNCLASSIFIED
591,0000,UNCLASSIFIED,00,UNCLASSIFIED
592,0000,UNCLASSIFIED,00,UNCLASSIFIED
593,0100,GENERAL,01,GENERAL
594,0100,GENERAL,01,GENERAL
595,0100,GENERAL,01,GENERAL
596,0500,ENTERPRISE,05,ENTERPRISE
597,0500,ENTERPRISE,05,ENTERPRISE
598,0500,ENTERPRISE,05,ENTERPRISE
599,0000,UNCLASSIFIED,00,UNCLASSIFIED
600,0000,UNCLASSIFIED,00,UNCLASSIFIED
601,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
602,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
603,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
604,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
605,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
606,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
607,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
608,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
609,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
610,0100,GENERAL,01,GENERAL
611,0100,GENERAL,01,GENERAL
612,0100,GENERAL,01,GENERAL
613,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
614,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
615,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
616,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
617,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
618,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
619,0000,UNCLASSIFIED,00,UNCLASSIFIED
620,0000,UNCLASSIFIED,00,UNCLASSIFIED
621,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
622,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
623,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
624,0100,GENERAL,01,GENERAL
625,0100,GENERAL,01,GENERAL
626,0100,GENERAL,01,GENERAL
627,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
628,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
629,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
630,0000,UNCLASSIFIED,00,UNCLASSIFIED
631,0000,UNCLASSIFIED,00,UNCLASSIFIED
632,0000,UNCLASSIFIED,00,UNCLASSIFIED
633,0100,GENERAL,01,GENERAL
634,0100,GENERAL,01,GENERAL
635,0100,GENERAL,01,GENERAL
636,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
637,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
638,0500,ENTERPRISE,05,ENTERPRISE
639,0500,ENTERPRISE,05,ENTERPRISE
640,0500,ENTERPRISE,05,ENTERPRISE
641,0100,GENERAL,01,GENERAL
642,0100,GENERAL,01,GENERAL
643,0100,GENERAL,01,GENERAL
644,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
645,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
646,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
647,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
648,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
649,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
650,0100,GENERAL,01,GENERAL
651,0100,GENERAL,01,GENERAL
652,0100,GENERAL,01,GENERAL
653,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
654,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
655,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
656,0100,GENERAL,01,GENERAL
657,0100,GENERAL,01,GENERAL
658,0100,GENERAL,01,GENERAL
659,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
660,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
661,0100,GENERAL,01,GENERAL
662,0100,GENERAL,01,GENERAL
663,0100,GENERAL,01,GENERAL
664,0000,UNCLASSIFIED,00,UNCLASSIFIED
665,0000,UNCLASSIFIED,00,UNCLASSIFIED
666,0000,UNCLASSIFIED,00,UNCLASSIFIED
667,0100,GENERAL,01,GENERAL
668,0100,GENERAL,01,GENERAL
669,0100,GENERAL,01,GENERAL
670,0500,ENTERPRISE,05,ENTERPRISE
671,0500,ENTERPRISE,05,ENTERPRISE
672,0500,ENTERPRISE,05,ENTERPRISE
673,0100,GENERAL,01,GENERAL
674,0100,GENERAL,01,GENERAL
675,0100,GENERAL,01,GENERAL
676,0000,UNCLASSIFIED,00,UNCLASSIFIED
677,0000,UNCLASSIFIED,00,UNCLASSIFIED
678,0000,UNCLASSIFIED,00,UNCLASSIFIED
679,0500,ENTERPRISE,05,ENTERPRISE
680,0500,ENTERPRISE,05,ENTERPRISE
681,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
682,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
683,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
684,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
685,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
686,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
687,0000,UNCLASSIFIED,00,UNCLASSIFIED
688,0000,UNCLASSIFIED,00,UNCLASSIFIED
689,0000,UNCLASSIFIED,00,UNCLASSIFIED
690,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
691,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
692,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
693,0100,GENERAL,01,GENERAL
694,0100,GENERAL,01,GENERAL
695,0100,GENERAL,01,GENERAL
696,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
697,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
698,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
699,0000,UNCLASSIFIED,00,UNCLASSIFIED
700,0000,UNCLASSIFIED,00,UNCLASSIFIED
701,0100,GENERAL,01,GENERAL
702,0100,GENERAL,01,GENERAL
703,0100,GENERAL,01,GENERAL
704,0100,GENERAL,01,GENERAL
705,0100,GENERAL,01,GENERAL
706,0100,GENERAL,01,GENERAL
707,0500,ENTERPRISE,05,ENTERPRISE
708,0500,ENTERPRISE,05,ENTERPRISE
709,0500,ENTERPRISE,05,ENTERPRISE
710,0100,GENERAL,01,GENERAL
711,0100,GENERAL,01,GENERAL
712,0100,GENERAL,01,GENERAL
713,0500,ENTERPRISE,05,ENTERPRISE
714,0500,ENTERPRISE,05,ENTERPRISE
715,0500,ENTERPRISE,05,ENTERPRISE
716,0000,UNCLASSIFIED,00,UNCLASSIFIED
717,0000,UNCLASSIFIED,00,UNCLASSIFIED
718,0000,UNCLASSIFIED,00,UNCLASSIFIED
719,0100,GENERAL,01,GENERAL
720,0100,GENERAL,01,GENERAL
721,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
722,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
723,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
724,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
725,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
726,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
727,0100,GENERAL,01,GENERAL
728,0100,GENERAL,01,GENERAL
729,0100,GENERAL,01,GENERAL
730,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
731,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
732,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
733,0100,GENERAL,01,GENERAL
734,0100,GENERAL,01,GENERAL
735,0100,GENERAL,01,GENERAL
736,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
737,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
738,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
739,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
740,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
741,0500,ENTERPRISE,05,ENTERPRISE
742,0500,ENTERPRISE,05,ENTERPRISE
743,0500,ENTERPRISE,05,ENTERPRISE
744,0500,ENTERPRISE,05,ENTERPRISE
745,0500,ENTERPRISE,05,ENTERPRISE
746,0500,ENTERPRISE,05,ENTERPRISE
747,0500,ENTERPRISE,05,ENTERPRISE
748,0500,ENTERPRISE,05,ENTERPRISE
749,0500,ENTERPRISE,05,ENTERPRISE
750,0500,ENTERPRISE,05,ENTERPRISE
751,0500,ENTERPRISE,05,ENTERPRISE
752,0500,ENTERPRISE,05,ENTERPRISE
753,0500,ENTERPRISE,05,ENTERPRISE
754,0500,ENTERPRISE,05,ENTERPRISE
755,0500,ENTERPRISE,05,ENTERPRISE
756,0100,GENERAL,01,GENERAL
757,0100,GENERAL,01,GENERAL
758,0100,GENERAL,01,GENERAL
759,0500,ENTERPRISE,05,ENTERPRISE
760,0500,ENTERPRISE,05,ENTERPRISE
761,0100,GENERAL,01,GENERAL
762,0100,GENERAL,01,GENERAL
763,0100,GENERAL,01,GENERAL
764,0100,GENERAL,01,GENERAL
765,0100,GENERAL,01,GENERAL
766,0100,GENERAL,01,GENERAL
767,0100,GENERAL,01,GENERAL
768,0100,GENERAL,01,GENERAL
769,0100,GENERAL,01,GENERAL
770,0000,UNCLASSIFIED,00,UNCLASSIFIED
771,0000,UNCLASSIFIED,00,UNCLASSIFIED
772,0000,UNCLASSIFIED,00,UNCLASSIFIED
773,0100,GENERAL,01,GENERAL
774,0100,GENERAL,01,GENERAL
775,0100,GENERAL,01,GENERAL
776,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
777,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
778,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
779,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
780,0400,HIGHWAY MAINTENANCE AND OPERATING,04,HIGHWAY MAINTENANCE AND CONSTRUCTION
781,0000,UNCLASSIFIED,00,UNCLASSIFIED
782,0000,UNCLASSIFIED,00,UNCLASSIFIED
783,0000,UNCLASSIFIED,00,UNCLASSIFIED
784,0000,UNCLASSIFIED,00,UNCLASSIFIED
785,0000,UNCLASSIFIED,00,UNCLASSIFIED
786,0000,UNCLASSIFIED,00,UNCLASSIFIED
787,0500,ENTERPRISE,05,ENTERPRISE
788,0500,ENTERPRISE,05,ENTERPRISE
789,0500,ENTERPRISE,05,ENTERPRISE
790,0000,UNCLASSIFIED,00,UNCLASSIFIED
791,0000,UNCLASSIFIED,00,UNCLASSIFIED
792,0000,UNCLASSIFIED,00,UNCLASSIFIED
793,0100,GENERAL,01,GENERAL
794,0100,GENERAL,01,GENERAL
795,0100,GENERAL,01,GENERAL
796,0500,ENTERPRISE,05,ENTERPRISE
797,0500,ENTERPRISE,05,ENTERPRISE
798,0500,ENTERPRISE,05,ENTERPRISE
799,0000,UNCLASSIFIED,00,UNCLASSIFIED
800,0000,UNCLASSIFIED,00,UNCLASSIFIED
801,0000,UNCLASSIFIED,00,UNCLASSIFIED
802,0000,UNCLASSIFIED,00,UNCLASSIFIED
803,0000,UNCLASSIFIED,00,UNCLASSIFIED
804,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
805,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
806,0200,SPECIAL REVENUE,02,SPECIAL REVENUE
807,0000,UNCLASSIFIED,00,UNCLASSIFIED
808,0000,UNCLASSIFIED,00,UNCLASSIFIED
809,0000,UNCLASSIFIED,00,UNCLASSIFIED
810,0000,UNCLASSIFIED,00,UNCLASSIFIED
811,0000,UNCLASSIFIED,00,UNCLASSIFIED
812,0000,UNCLASSIFIED,00,UNCLASSIFIED
813,0100,GENERAL,01,GENERAL
814,0100,GENERAL,01,GENERAL
815,0100,GENERAL,01,GENERAL
816,0000,UNCLASSIFIED,00,UNCLASSIFIED
817,0000,UNCLASSIFIED,00,UNCLASSIFIED
818,0000,UNCLASSIFIED,00,UNCLASSIFIED
819,0500,ENTERPRISE,05,ENTERPRISE
820,0500,ENTERPRISE,05,ENTERPRISE
821,0500,ENTERPRISE,05,ENTERPRISE
822,0500,ENTERPRISE,05,ENTERPRISE
823,0500,ENTERPRISE,05,ENTERPRISE
824,0500,ENTERPRISE,05,ENTERPRISE
825,0500,ENTERPRISE,05,ENTERPRISE
826,0500,ENTERPRISE,05,ENTERPRISE
827,0500,ENTERPRISE,05,ENTERPRISE
828,0500,ENTERPRISE,05,ENTERPRISE
829,0500,ENTERPRISE,05,ENTERPRISE
830,0500,ENTERPRISE,05,ENTERPRISE
831,0500,ENTERPRISE,05,ENTERPRISE
832,0500,ENTERPRISE,05,ENTERPRISE
833,0000,UNCLASSIFIED,00,UNCLASSIFIED
834,0000,UNCLASSIFIED,00,UNCLASSIFIED
835,0000,UNCLASSIFIED,00,UNCLASSIFIED
836,0100,GENERAL,01,GENERAL
837,0100,GENERAL,01,GENERAL
838,0100,GENERAL,01,GENERAL
839,0500,ENTERPRISE,05,ENTERPRISE
840,0500,ENTERPRISE,05,ENTERPRISE
841,0100,GENERAL,01,GENERAL
842,0100,GENERAL,01,GENERAL
843,0100,GENERAL,01,GENERAL
844,0500,ENTERPRISE,05,ENTERPRISE
845,0500,ENTERPRISE,05,ENTERPRISE
846,0500,ENTERPRISE,05,ENTERPRISE
847,0100,GENERAL,01,GENERAL
848,0100,GENERAL,01,GENERAL
849,0100,GENERAL,01,GENERAL
850,0500,ENTERPRISE,05,ENTERPRISE
851,0500,ENTERPRISE,05,ENTERPRISE
852,0500,ENTERPRISE,05,ENTERPRISE
853,0500,ENTERPRISE,05,ENTERPRISE
854,0500,ENTERPRISE,05,ENTERPRISE
855,0500,ENTERPRISE,05,ENTERPRISE
856,0000,UNCLASSIFIED,00,UNCLASSIFIED
857,0000,UNCLASSIFIED,00,UNCLASSIFIED
858,0000,UNCLASSIFIED,00,UNCLASSIFIED
859,0100,GENERAL,01,GENERAL
860,0100,GENERAL,01,GENERAL
861,0500,ENTERPRISE,05,ENTERPRISE
862,0500,ENTERPRISE,05,ENTERPRISE
863,0500,ENTERPRISE,05,ENTERPRISE
864,0000,UNCLASSIFIED,00,UNCLASSIFIED
865,0000,UNCLASSIFIED,00,UNCLASSIFIED
866,0000,UNCLASSIFIED,00,UNCLASSIFIED
867,0500,ENTERPRISE,05,ENTERPRISE
868,0500,ENTERPRISE,05,ENTERPRISE
869,0500,ENTERPRISE,05,ENTERPRISE
870,0000,UNCLASSIFIED,00,UNCLASSIFIED
