
"PONUMBER"	"AGENCY"	"ORDEREDDATE"	"VENDORCOMMODITYDESC"	"QUANTITYORDERED"	"PRICE"	"VENDORID"	"VENDORNAME"	"VENDORADDRESS"	"VENDORCITY"	"VENDORSTATE"	"VENDORPOSTALCODE"	"VENDORLOC_EMAILADDRESS"	"NIGPCODE"	"NIGPDESCRIPTION"	"UOMCode"	"UOMDesc"	"VENDORPARTNUMBER"	"MANPARTNUMBER"
"DO24123"	"Department of General Services"	"07/01/2002"	"CORRUGATED BOXES, SZ: 12" X 12" X 12"; ITEM NBR: 00370"	1	560	"e1046"	"PRIDE Enterprises"	"2720-G Blair Stone Rd"	"Tallahassee"	"FL"	"32301"	"mweyant@pride-enterprises.com"	"64025"	"Corrugated Boxes and Sheets (Including Fillers)"	"MIL"	"thousand"	""	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"SALT IND PACK IODIZED       6M"	3	7.3851	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39373"	"Salt, Table"	"CS"	"case"	"911286"	""
"DO24247"	"Southern Virginia Mental Health Institute"	"07/02/2002"	"CHEESE CHEDDAR SHREDDED   6/5#"	1	54.2045625	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"39007"	"Cheese"	"CS"	"case"	"960412"	""
"DO25555"	"Department of General Services"	"07/16/2002"	"PLT MICR 96-WL RND STYR 100/CS"	2	55.65	"c5537"	"FISHER SCIENTIFIC LLC"	"2000 Park Lane, Attn Sarah Jordan"	"Pittsburgh"	"PA"	"15275"	"sarah.jordan@fishersci.com"	"17500"	"CHEMICAL LABORATORY EQUIPMENT AND SUPPLIES"	"CS"	"case"	"07200105"	""
"DO24124"	"Eastern State Hospital"	"07/01/2002"	"Stickpen Fine Black - Minimum Order $25"	200	2.15	"c21574"	"VA INDUSTRIES F/T BLIND"	"1102 Monticello Rd., Attention Fiscal Billing"	"Charlottesville"	"VA"	"22902"	"harrisgf@dbvi.state.va.us"	"62080"	"Pens (General Writing Types): Ball Point, Nylon Tip, Plastic Tip, etc."	"DZN"	"dozen"	"1205"	"1205"
"DO24130"	"Southeastern Virginia Training Center"	"07/01/2002"	"Tart shells, 72/3""	6	15.95	"e491"	"PYA/MONARCH, LLC"	"P. O. BOX 396"	"NORFOLK"	"VA"	"23501"	"betsy.lachica@pyamonarch.com"	"37530"	"Cakes, Cookies, and Pastries"	"CS"	"case"	""	""
"DO24130"	"Southeastern Virginia Training Center"	"07/01/2002"	"Noodles, spiral mixed 2/10# cs"	4	21	"e491"	"PYA/MONARCH, LLC"	"P. O. BOX 396"	"NORFOLK"	"VA"	"23501"	"betsy.lachica@pyamonarch.com"	"39361"	"Pasta (Including Macaroni, Noodles, and Spaghetti)"	"CS"	"case"	""	""
"DO24131"	"Southeastern Virginia Training Center"	"07/01/2002"	"Envelopes, Diagonal Seam.  MeadWestvaco #10 regular. 2,500 per carton (Lot 14, Item 2310)."	2	21.75	"c1603"	"MeadWestvaco Envelope Products Group"	"5625 New Peachtree Rd"	"Chamblee"	"GA"	"30341"	"slblack@meadwestvaco.com"	"31024"	"Envelopes, Plain, Special"	"CT"	"carton"	"2310"	""
"DO24131"	"Southeastern Virginia Training Center"	"07/01/2002"	"Envelopes, Peel and Seal Style. MeadWestvaco 10 X 13. 500 envelopes per carton (Lot 17, Item 2405)."	1	23.4	"c1603"	"MeadWestvaco Envelope Products Group"	"5625 New Peachtree Rd"	"Chamblee"	"GA"	"30341"	"slblack@meadwestvaco.com"	"31024"	"Envelopes, Plain, Special"	"CT"	"carton"	"2405"	""
"DO24131"	"Southeastern Virginia Training Center"	"07/01/2002"	"Envelope, 9x12  Item#470
with clasps  1000/cs"	1	41.69	"c1603"	"MeadWestvaco Envelope Products Group"	"5625 New Peachtree Rd"	"Chamblee"	"GA"	"30341"	"slblack@meadwestvaco.com"	"31006"	"Envelopes: Clasp, String, etc."	"CS"	"case"	""	""

"DO24132"	"Department of Corrections"	"07/01/2002"	"PROVIDEDENTURESANDOTHERRELATEDDENTALITEMSONANASNEEDEDBASISINACCORDANCEWITHTHETERMSANDCONDITIONSTHEREOF,FORTHEPERIODOF: ********* 03,EstimatedTotalNotToExceed$3,50000"	1	3500	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"94828"	"Dental Services"	"LO"	"lot"	""	""
"DO24125"	"Other eVA Localities"	"07/01/2002"	"Software, MS Windows Terminal SVCS CAL English UPGADV MVL 2 year, #20247SEL"	4	42.72	"c24916"	"DELL MARKETING LP"	"One Dell Way, RR8"	"Round Rock"	"TX"	"78682"	"andy_woodard@dell.com"	"20890"	"Utilities: Back-up, Batch File, Menus, Operating System, Network Operating System, Network Management, Recovery, Screen, Security, Virus Protection, etc."	"EA"	"each"	""	""
"PCO3996"	"Piedmont VA Community College"	"06/26/2002"	"Classification Folders, 2 Dividers, 12-1/4"x9-1/2",Dark Blue"	0	35.8	"c16503"	"Supply Room"	"PO Box 1810"	"Ashland"	"VA"	"23005"	"achildress@thesupplyroom.com"	"61545"	"File Folders, Regular, Legal and Letter Sizes"	"BX"	"box"	"SMD26784"	"SMD26784"
"DO24118"	"Chesapeake Bay Local Assistance"	"07/01/2002"	"SB-HPG 10326-7 HAMMERMILL FORE MP PAPER"	50	4.49	"c21466"	"BALL OFFICE PRODUCTS"	"2218 Tomlynn Street"	"Richmond"	"VA"	"23230"	"Sales@BallOP.com"	"64533"	"Copy Paper - Specialized High Speed (Included Recycled)"	"PK"	"pack"	""	""
"DO24118"	"Chesapeake Bay Local Assistance"	"07/01/2002"	"SB-HEW C6615DN HP DESKJET 810C/812C TONER CARTRIDGE"	4	29.99	"c21466"	"BALL OFFICE PRODUCTS"	"2218 Tomlynn Street"	"Richmond"	"VA"	"23230"	"Sales@BallOP.com"	"20772"	"Printer Accessories and Supplies: Chemicals, Forms Tractors, Inks and Cartridges, Label Sheets, Sheet Feeders, Toner Cartridges, Wheels, etc."	"EA"	"each"	""	""
"DO24109"	"Department of Taxation"	"07/01/2002"	"Paper, Hammermill Fore MP, 20# Lilac, 8-1/2 X 11. 5,000 sheets per carton (Lot 4, Item 2040)."	11	24.3	"c1587"	"XPEDX"	"2100 Jefferson Davis Highway"	"Richmond"	"VA"	"23224"	"don.kellam@xpedx.com"	"64590"	"Text Paper (Including Recycled)"	"CT"	"carton"	"2040I"	""
"DO24110"	"Department of General Services"	"07/01/2002"	"Fellowes Wheeled Computer Case, Nylon, Black, item #FEL58440"	1	112.47	"999999999999"	"Advent Computing Inc."	"8191 Brook Road-Suite A"	"Richmond"	"VA"	"23227"	""	"60000"	"OFFICE MACHINES, EQUIPMENT, AND ACCESSORIES"	"EA"	"each"	""	""
"DO24111"	"Lunenburg Correctional Center"	"07/01/2002"	"Gas, Liquid Petroleum Propane
For the period of 7/1/02 - 6/15/03.
Unit price shallbe based on OPIS price on the day of the delivery plus Differential per Gal.  0.039.
Propane will be delivered on an AS NEEDED Basis.
Agency will contact vendor for deli"	1	250000	"e1736"	"SUBURBAN PROPANE- Farmville"	"3082 3rd Street, P. O. Box 262"	"Farmville"	"VA"	"23901"	"CSC1245@suburbanpropane.com"	"40503"	"Butane and Propane"	"EA"	"each"	""	""

"DO24133"	"Virginia Department of Agriculture and Consumer Se"	"07/01/2002"	"Business Cards, 250 Cards per original - Be sure to add additional Upcharges to complete your order.  Each Upcharge has its own line item.  NOTE: Once your order is completed in eVA you must go to the vendor web site and configure your card."	1	8.6	"c14933"	"Dister, Inc."	"832 Widgeon Rd"	"Norfolk"	"VA"	"23513"	"bctvirginia@earthlink.net"	"64535"	"Cover Stock (Including Recycled)"	"EA"	"each"	"0010"	""
"PCO4062"	"Catawba Hospital"	"07/01/2002"	"#59999 Neo Pro Gloves Extra Large "	0	7	"c2905"	"MOORE MEDICAL CORPORATION"	"PO Box 2740, 389 John Downey Dr"	"New Britain"	"CT"	"06050"	"dtrelli@mooremedical.com"	"27100"	"DRUGS, PHARMACEUTICALS, AND SETS (FOR LARGE-VOLUME PARENTERAL ADMINISTRATION, INFUSION, IRRIGATION, AND TUBE FEEDING)"	"BX"	"box"	""	""
"DO24200"	"Lunenburg Correctional Center"	"07/01/2002"	"12 month rental on Xerox 5830, Serial #1WE081979 located in Segregation.  Includes equipment, supplies (except paper), service, and 20,000 copies per month.  All copies over 20,000 are $0.0002 per copy.  For the period of 7/1/02 - 6/30/02.  DO NOT REPLACE"	12	231	"c2372"	"XEROX CORPORATION"	"1700 Bayberry Ct, Suite 200"	"Richmond"	"VA"	"23226"	"linda.L.campbell@usa.xerox.com"	"60038"	"Copy Machines, Bond (Plain) Paper Type Including Parts and Accessories"	"MON"	"month"	""	""
"DO24201"	"Dept of Professional and Occupational Regulation"	"07/01/2002"	"50Mletterhead ********* "	50	16.25	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"64580"	"Stationery w/Envelopes (Including Recycled)"	"MIL"	"thousand"	""	""
"DO24202"	"Department of Social Services"	"07/01/2002"	" ********* ,APPLICATIONREDETERMINATIONFORMEDICALASSISTANCE,CAMERAREADYCOPYATTACHED,812X11,2SIDEDPRINTON20#WHITERECYCLEDBOND,BLACKINK,50PAD,10WRAP,LABEL"QUANTITY"1,000PADS"	1	1205.5	"c21685"	"VIRGINIA CORRECTIONAL ENTERPRISES"	"8030 White Bark Terrace"	"Richmond"	"VA"	"23237"	"vcecustsrvc@vadoc.state.va.us"	"96657"	"Offset Printing, General, Small Press Work (Quan. up to 25,000), One or More Colors, No 4 Color Processes or Large Solids or Close Registration; up to 11 x 17 In.: Brochures, Newsletters, Covers, Posters, etc."	"LO"	"lot"	""	""
"DO24215"	"Red Onion Correctional Center"	"07/01/2002"	"ALB-553-04 Stockings, Knee XL"	1	37.29	"999999999999"	"Associated Medical Products"	"6352 Airway Drive"	"Indianapolis"	"IN"	"46241"	""	"20151"	"Hosiery and Socks"	"CS"	"case"	""	""
"DO24215"	"Red Onion Correctional Center"	"07/01/2002"	"ALB-473-04 Stockings, Thigh XL"	4	7.3	"999999999999"	"Associated Medical Products"	"6352 Airway Drive"	"Indianapolis"	"IN"	"46241"	""	"20151"	"Hosiery and Socks"	"EA"	"each"	""	""
"DO24188"	"Southern Virginia Mental Health Institute"	"07/01/2002"	"DET 12948 SOLID POWER     4/9#"	1	56.4427	"e1"	"Virginia Distribution Center (VDC)"	"P.O. Box 99"	"Sandston"	"VA"	"23150"	"VDCweb@dgs.state.va.us"	"48538"	"Dishwashing Compounds, Hand and Machine Type (Including Rinse Solutions)"	"CS"	"case"	"930449"	""
"DO23731"	"Department of Blind and Vision Impaired"	"06/26/2002"	"20947SEL:  FrontPage 2002 Win32 English MVL 392-01459
"	0	73.68	"c24916"	"DELL MARKETING LP"	"One Dell Way, RR8"	"Round Rock"	"TX"	"78682"	"andy_woodard@dell.com"	"20853"	"Integrated Software"	"EA"	"each"	""	""
"DO23731"	"Department of Blind and Vision Impaired"	"06/26/2002"	"30051SEL: OfficePro/FrontPage Win32 English UpgAdv MVL 2 Years ADV 3 All B68-00602 Applications
"	0	282	"c24916"	"DELL MARKETING LP"	"One Dell Way, RR8"	"Round Rock"	"TX"	"78682"	"andy_woodard@dell.com"	"20853"	"Integrated Software"	"EA"	"each"	""	""
