SRC_SOURCE_KEY,SRCCLS_SOURCE_CLASS_CODE,SRCCLS_SOURCE_CLASS_NAME,SRC_SOURCE_CODE,,SRC_SOURCE_NAME
35,20,FEDERAL GRANTS AND CONTRACTS,20312,,HIGH SPEED GROUND TRANS NEXT GEN HIGH SPEED RAIL
103,20,FEDERAL GRANTS AND CONTRACTS,20513,,CAPITAL ASSISTANCE PROGRAM FOR ELDERLY/DISABILITIE
114,20,FEDERAL GRANTS AND CONTRACTS,20605,,SAFETY INCENT-PREVENT OPERATION MV BY INTOX PERSON
150,23,FEDERAL GRANTS AND CONTRACTS,23001,,APPALACHIAN REGIONAL DEVELOPMENT
186,42,FEDERAL GRANTS AND CONTRACTS,42007,,REFERENCE SERVICES IN SCIENCE/TECHNOLOGY/BUSINESS
234,45,FEDERAL GRANTS AND CONTRACTS,45026,,PROMOTION OF THE ARTS - LEADERSHIP INITIATIVE
313,45,FEDERAL GRANTS AND CONTRACTS,45301,,INSTITUTE OF MUSEUM AND LIBRARY SERVICES
386,47,FEDERAL GRANTS AND CONTRACTS,47050,,GEOSCIENCES
426,47,FEDERAL GRANTS AND CONTRACTS,47078,,POLAR PROGRAMS
488,59,FEDERAL GRANTS AND CONTRACTS,59046,,MICROLOAN DEMONSTRATION PROGRAM
536,64,FEDERAL GRANTS AND CONTRACTS,64203,,STATE CEMETERY GRANTS
707,06,INSTITUTIONAL REVENUE,06115,,"OTHER EDU, STORES & SHOPS"
763,06,INSTITUTIONAL REVENUE,06211,,MEDICAL HOSP FOOD SERVICE BOARD
777,06,INSTITUTIONAL REVENUE,06251,,INDIGENT HEALTH CARE TRUST FUND-VOLUNTARY CONTRIB
856,06,INSTITUTIONAL REVENUE,06431,,"MENTAL HOSPITALS, SALE OF MEALS TO EMPLOYEES"
69,02,RIGHTS AND PRIVILEGES,02126,,MATTRESS STERILIZATION PERMITS
241,02,RIGHTS AND PRIVILEGES,02134,,FRATERNAL BENEFIT SOCIETIES LICENSES
258,02,RIGHTS AND PRIVILEGES,02142,,COMMERCIAL FERTILIZER LICENSE
291,02,RIGHTS AND PRIVILEGES,02150,,AIRCRAFT LICENSES
365,02,RIGHTS AND PRIVILEGES,02158,,EXPLOSIVE PERMITS
413,02,RIGHTS AND PRIVILEGES,02166,,HAZARD WASTE MGMT TRANSPORT PERMIT FEES
450,02,RIGHTS AND PRIVILEGES,02174,,HAZARD WASTE MGMT EMERGENCY PERMIT FEES
486,02,RIGHTS AND PRIVILEGES,02182,,VA MEMBERSHIP CAMPING ACT AMENDMENT FILING FEE
528,02,RIGHTS AND PRIVILEGES,02190,,"HUNTING, TRAPPING, ANGLING LICENSES-UNDISTRIBUTED"
570,02,RIGHTS AND PRIVILEGES,02198,,X-RAY MACHINE REGISTRATION FEES
603,02,RIGHTS AND PRIVILEGES,02206,,CLEAN FUELS LICENSE
1986,20,FEDERAL GRANTS AND CONTRACTS,20521,,NEW FREEDOM PROGRAM
1987,66,FEDERAL GRANTS AND CONTRACTS,66040,,STATE CLEAN DIESEL GRANT PROGRAM
1988,93,FEDERAL GRANTS AND CONTRACTS,93791,,MONEY FOLLOWS THE PERSON DEMONSTRATION
1989,99,FEDERAL GRANTS AND CONTRACTS,99001,,OTHER ASSIST - JAMESTOWN 400TH ANN COMMEM COIN ACT
2191,02,RIGHTS AND PRIVILEGES,02236,,TITLE SETTLEMENT AGENTS FEE
2192,02,RIGHTS AND PRIVILEGES,02529,,INTEGRATED DIRECTIONAL SIGNING PGM FEES
2193,02,RIGHTS AND PRIVILEGES,02546,,BIOSOLIDS PERMIT FEES
2194,06,INSTITUTIONAL REVENUE,06146,,OTHER EDU - ADMISSION FEES
2195,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08030,,BOATING SAFETY EDUCATION CIVIL PENALTY
2196,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08035,,ABUSIVE DRIVER CONVICTION FEE-2ND ANNUAL PAYMENT
2575,09,OTHER REVENUE,93074,,HOSPITAL PREPAREDNESS PGM AND PUBLIC HEALTH EMERG
2576,10,FEDERAL GRANTS AND CONTRACTS,93715,,RESEARCH- HEALTHCARE COMPARATIVE EFFECTIVENESS -ARRA
2577,10,FEDERAL GRANTS AND CONTRACTS,02741,,REGISTRATION EXTENSION ADMINISTRATION FEE
2595,10,FEDERAL GRANTS AND CONTRACTS,10459,,COMMOD PARTNERSHIP FOR SM AGRICULT RM EDUCATION SESSION
2596,93,FEDERAL GRANTS AND CONTRACTS,93735,,VA STATE PUB HEALTH APPROACH FOR ENSURE QUITLINE CAP
2597,93,FEDERAL GRANTS AND CONTRACTS,93744,,VA BREAST AND CERVICAL CANCER EARLY DET PROGRAM
2598,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08151,,FINES ASSESSED FOR METHAMPHETAMINE LAB CLEANUP
2599,05,ASSESSMENTS AND RECEIPTS FOR SUPPORT FOR SPECIAL SERVICES,05086,,LICENSE APPLICATION FEE PUBLIC ADJUSTERS
2635,02,RIGHTS AND PRIVILEGES,02246,,Electric/Hybrid/Alternative Fuel Motor Vehicle
2636,20,FEDERAL GRANTS AND CONTRACTS,20615,,E-911 Grant Program
2637,93,FEDERAL GRANTS AND CONTRACTS,93745,,Behavioral Risk Factor Surveillance System (BRFSS)
2638,64,FEDERAL GRANTS AND CONTRACTS,64610,,Natl. Deaf-Blind Equipment Dist.
2639,93,FEDERAL GRANTS AND CONTRACTS,93733,,Supp Interfacing IIS VAC Mods with v tracks
2640,09,OTHER REVENUE,09086,,Natl. Deaf Blind Equip Distribution
2641,19,FEDERAL GRANTS AND CONTRACTS,19019,,International Prog to Combat Human Trafficking
9492,9,OTHER REVENUE,90401,,Help America Vote Act Requirements Payments
9493,15,FEDERAL GRANTS AND CONTRACTS,15928,,Civil War Battlefield Land Acquisition Grants
9494,19,FEDERAL GRANTS AND CONTRACTS,19345,,"Intern Prog to Supt Democ, Human Rights and Labor"
9495,97,FEDERAL GRANTS AND CONTRACTS,97104,,HS Stem Career Development Program
9496,93,FEDERAL GRANTS AND CONTRACTS,93079,,Co Agree Pro Adol Health School Based HIV/STD Prev
9497,12,FEDERAL GRANTS AND CONTRACTS,12750,,Uniformed Services Univ Medical Research Projects
9498,11,FEDERAL GRANTS AND CONTRACTS,11549,,State and Local Implementation Grant Program
9499,19,FEDERAL GRANTS AND CONTRACTS,19009,,Academic Exchange Programs Undergrad Programs
9500,19,FEDERAL GRANTS AND CONTRACTS,19520,,Overseas Refugee Assistance Programs for Europe
9501,93,FEDERAL GRANTS AND CONTRACTS,93077,,Family Smok Prev and Tobacco Control Act Reg Reasearch
9502,97,FEDERAL GRANTS AND CONTRACTS,97124,,Interoperable Communications and Training Project
9503,98,FEDERAL GRANTS AND CONTRACTS,98012,,USAID Develop Partnership for Univ Coop and Develo
9504,97,FEDERAL GRANTS AND CONTRACTS,97061,,Centers for Homeland Security
9505,10,FEDERAL GRANTS AND CONTRACTS,10310,,Agriculture and Food Research Initiative (AFRI)
9506,17,FEDERAL GRANTS AND CONTRACTS,17283,,Workforce Innovation Fund
9507,10,FEDERAL GRANTS AND CONTRACTS,10589,,Child Nutrition Direct Certification Perf Awards
9508,17,FEDERAL GRANTS AND CONTRACTS,17277,,WIA National Emergency Grants
9509,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08164,,Prohibition on Comm Driver Texting Civil Penalty
9510,93,FEDERAL GRANTS AND CONTRACTS,93324,,STATE HEALTH INSURANCE ASSISTANCE PROGRAM
9511,93,FEDERAL GRANTS AND CONTRACTS,93626,,ACA ST HEALTH INSUR ASSIST PROG (SHIP) AND (ADRC)
9512,15,FEDERAL GRANTS AND CONTRACTS,15935,,NATIONAL TRAILS SYSTEMS PROJECTS
9513,97,FEDERAL GRANTS AND CONTRACTS,97107,,NATIONAL INCIDENT MANAGEMENT SYSTEM (NIMS)
9514,15,FEDERAL GRANTS AND CONTRACTS,15945,,COOP RESEARCH AND TRAIN PROG RES OF NATL PARK SYST
9515,01,TAXES,01099,,STATE SALES & USE TAX 2013 SESSION .7 INCR
9516,15,FEDERAL GRANTS AND CONTRACTS,15630,,COSTAL PROGRAM
9517,01,TAXES,01014,,REGIONAL CONGESTION RELIEF FEE
9518,15,FEDERAL GRANTS AND CONTRACTS,15957,,HPF GRANT DISASTER RELIEF TO HP DAMAGED HURR SANDY
9520,93,FEDERAL GRANTS AND CONTRACTS,93634,,Support for Demonstration Ombudsman Programs
9519,17,FEDERAL GRANTS AND CONTRACTS,17280,,WIA Dislocated Worker Natl Res Demonstration Grant
9521,19,FEDERAL GRANTS AND CONTRACTS,19014,,One-Time International Exchange Grant Program
9543,93,FEDERAL GRANTS AND CONTRACTS,93801,,Ebola HC Prep & Response Airport Screen W Africa
9553,10,FEDERAL GRANTS AND CONTRACTS,10351,,RURAL BUSINESS DEVELOPMENT GRANT
9554,10,FEDERAL GRANTS AND CONTRACTS,10596,,PILOT PROJ RED DEPEND & INC WORK REQ & EFFORT SNAP
9555,16,FEDERAL GRANTS AND CONTRACTS,16817,,BYRNE CRIMINAL JUSTICE INNOVATION PROGRAM
9556,94,FEDERAL GRANTS AND CONTRACTS,94026,,NATIONAL SERV AND CIVIC ENGAGEMENT RES COMPETITION
9557,16,FEDERAL GRANTS AND CONTRACTS,16752,,ECONOMIC HIGH-TECH AND CYBER CRIME PREVENTION
9558,43,FEDERAL GRANTS AND CONTRACTS,43009,,CROSS AGENCY SUPPORT
9559,97,FEDERAL GRANTS AND CONTRACTS,97083,,STAFFING FOR ADEQ FIRE AND EMERG RESPONSE (SAFER)
9560,20,FEDERAL GRANTS AND CONTRACTS,20526,,BUS AND BUS FACILITIES FORMULA PROGRAM
9561,19,FEDERAL GRANTS AND CONTRACTS,19900,,AEECA/ESF PD PROGRAMS
9562,12,FEDERAL GRANTS AND CONTRACTS,12340,,NAVAL MEDICAL RESEARCH AND DEVELOPMENT
9563,12,FEDERAL GRANTS AND CONTRACTS,12617,,ECONOMIC ADJUSTMENT ASSISTANCE FOR STATE GOVT
9564,11,FEDERAL GRANTS AND CONTRACTS,11434,,COOPERATIVE FISHERY STATISTICS
9565,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08029,,UNAUTHORIZED ACCESS CIVIL PENALTY
9579,11,FEDERAL GRANTS AND CONTRACTS,11620,,Sci Tech Business Ed Outreach
9580,15,FEDERAL GRANTS AND CONTRACTS,15925,,Natl Maritime Heritage Grants
9581,15,FEDERAL GRANTS AND CONTRACTS,15255,,Sci & Tech Proj Related To Coa
9582,16,FEDERAL GRANTS AND CONTRACTS,16833,,Sexual Assault Kit Initiative
1123,06,INSTITUTIONAL REVENUE,06460,,"MENTAL HOSPITALS, MISCELLANEOUS REVENUE"
1137,06,INSTITUTIONAL REVENUE,06531,,"CORRECTIONS, SALE OF MEALS TO EMPLOYEES"
1327,06,INSTITUTIONAL REVENUE,06624,,OTHER INSTITUTIONAL SALE OF MANUFACTURED PRODUCTS
1335,07,"INTEREST, DIVIDEND AND RENTS",07109,,INTEREST - FINES & FORFEITURES
1443,07,"INTEREST, DIVIDEND AND RENTS",07120,,INTEREST ON LITERARY LOANS
1451,07,"INTEREST, DIVIDEND AND RENTS",07302,,RENTAL OF EQUIPMENT-OPERATING LEASES
1459,07,"INTEREST, DIVIDEND AND RENTS",07311,,RENTAL OF LAND-OPERATING LEASES
1547,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08101,,STATE ASSET FORFEITURES
1555,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08110,,"FINES, PENALTIES & FORFEITED RECOGNIZANCES"
1061,94,FEDERAL GRANTS AND CONTRACTS,94013,,VOLUNTEERS IN SERVICE TO AMERICA
1069,97,FEDERAL GRANTS AND CONTRACTS,97005,,STATE/LOCAL DOMESTIC PREPAREDNESS TRAINING PGM
1077,97,FEDERAL GRANTS AND CONTRACTS,97036,,PUBLIC ASSISTANCE GRANTS
1185,97,FEDERAL GRANTS AND CONTRACTS,97054,,COMMUNITY EMERGENCY RESPONSE TEAMS
1511,10,FEDERAL GRANTS AND CONTRACTS,10771,,RURAL COOPERATIVE DEVELOPMENT GRANTS
1519,10,FEDERAL GRANTS AND CONTRACTS,10903,,SOIL SURVEY
1587,10,FEDERAL GRANTS AND CONTRACTS,10962,,INTERNATIONAL TRAINING - FOREIGN PARTICIPANT
1595,11,FEDERAL GRANTS AND CONTRACTS,11312,,RESEARCH AND EVALUATION PROGRAM
1683,11,FEDERAL GRANTS AND CONTRACTS,11428,,INTERGOVERNMENTAL CLIMATE PROGRAM (NESDIS)
1691,11,FEDERAL GRANTS AND CONTRACTS,11452,,UNALLIED INDUSTRY PROJECTS
1699,11,FEDERAL GRANTS AND CONTRACTS,11472,,UNALLIED SCIENCE PROGRAM
1727,12,FEDERAL GRANTS AND CONTRACTS,12000,,OTHER ASSIST - US DEPT OF DEFENSE
1735,12,FEDERAL GRANTS AND CONTRACTS,12113,,MEMO OF AGREEMENT - REIMBURSE TECHNICAL SERVICES
1749,12,FEDERAL GRANTS AND CONTRACTS,12607,,COMMUNITY ECONOMIC ADJUSTMENT PLANNING ASSISTANCE
1757,14,FEDERAL GRANTS AND CONTRACTS,14000,,OTHER ASSIST - US DEPT OF HOUSING & URBAN DEVELOP
1765,14,FEDERAL GRANTS AND CONTRACTS,14235,,SUPPORTIVE HOUSING PROGRAM
1773,14,FEDERAL GRANTS AND CONTRACTS,14511,,COMMUNITY OUTREACH PARTNERSHIP CENTER PROGRAM
1025,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08128,,FINES IMPOSED FOR LITTERING HIGHWAYS
1033,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08137,,PARTIAL PAYMENT MANAGEMENT FEE
1141,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08145,,PRESERVATION OF LOCAL CIRCUIT COURT RECORD FEES
1149,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08161,,PENALTY TOLL FACILITY PHOTO-MONITORING
1157,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08199,,PAY TO CIRCUIT COURT CLERKS FOR COMMISSIONS
1234,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08307,,WEIGHTS AND MEASURES CIVIL PENALTY
1302,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08315,,CIVIL PENALTIES FOR LICENSURE VIOLATIONS
1310,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08323,,STATISTICAL REPORT LATE FEES
1318,08,"FINES, FORFEITURES, COURT FEES, CODES, PENALTIES, AND ESCHEATS",08402,,PROPERTY ESCHEATED BY APPOINTED ESCHEATER
1406,09,OTHER REVENUE,09008,,PROCEEDS FROM UNCLAIMED RESTITUTION
1414,09,OTHER REVENUE,09023,,RECEIPTS RELATED TO WELFARE ACTIVITY
1502,09,OTHER REVENUE,09042,,REIMBURSABLE BENEFIT PAY' STATE UNEMPLOY' FUNDS
1472,15,FEDERAL GRANTS AND CONTRACTS,15904,,HISTORIC PRESERVATION FUND GRANTS-IN-AID
1480,16,FEDERAL GRANTS AND CONTRACTS,16000,,OTHER ASSIST - US DEPT OF JUSTICE
1626,16,FEDERAL GRANTS AND CONTRACTS,16523,,JUVENILE ACCOUNTABILITY INCENTIVE BLOCK GRANT
1634,16,FEDERAL GRANTS AND CONTRACTS,16560,,JUSTICE RESEARCH/EVALUATION/DEVELOPMENT PROJ GRANT
1668,16,FEDERAL GRANTS AND CONTRACTS,16603,,CORRECTIONS TECH ASST/CLEARINGHOUSE
1676,17,FEDERAL GRANTS AND CONTRACTS,17005,,COMPENSATION AND WORKING CONDITIONS
1704,17,FEDERAL GRANTS AND CONTRACTS,17246,,EMPLOYMENT & TRNG ASSIST-DISLOCATED WORKERS
1712,17,FEDERAL GRANTS AND CONTRACTS,17259,,WIA YOUTH ACTIVITIES
1720,17,FEDERAL GRANTS AND CONTRACTS,17600,,MINE HEALTH & SAFETY GRANTS
1431,10,FEDERAL GRANTS AND CONTRACTS,10202,,COOPERATIVE FORESTRY RESEARCH
1439,10,FEDERAL GRANTS AND CONTRACTS,10216,,1890 INSTITUTION CAPACITY BLDG GRANTS
1527,10,FEDERAL GRANTS AND CONTRACTS,10240,,ALTERNATIVE AGRICULTURAL RESEARCH/COMMER PRG(AARC)
1535,10,FEDERAL GRANTS AND CONTRACTS,10442,,HOUSING APPLICATION PACKAGING GRANTS
1603,10,FEDERAL GRANTS AND CONTRACTS,10551,,FOOD STAMPS
1611,10,FEDERAL GRANTS AND CONTRACTS,10561,,STATE ADMIN MATCHING GRANTS FOR FOOD STAMP PROGRAM
1619,10,FEDERAL GRANTS AND CONTRACTS,10652,,FORESTRY RESEARCH
43,84,FEDERAL GRANTS AND CONTRACTS,84357,,READING FIRST STATE GRANTS
54,85,FEDERAL GRANTS AND CONTRACTS,85000,,OTHER ASSIST - SCHOLARSHIP/FELLOWSHIP FOUNDATIONS
142,93,FEDERAL GRANTS AND CONTRACTS,93042,,LNG TERM CARE OMBUDSMAN SERV FOR OLDER INDIVIDUALS
187,93,FEDERAL GRANTS AND CONTRACTS,93053,,NUTRITION SERVICES INCENTIVE PROGRAM
195,93,FEDERAL GRANTS AND CONTRACTS,93110,,MATERNAL AND CHILD HEALTH FED CONSOLIDATED PGMS
237,93,FEDERAL GRANTS AND CONTRACTS,93124,,NURSE ANESTHETIST TRAINEESHIPS
328,93,FEDERAL GRANTS AND CONTRACTS,93138,,PROTECTION & ADVOCACY-INDIVIDUALS W/MENTAL ILLNESS
402,93,FEDERAL GRANTS AND CONTRACTS,93157,,CENTERS OF EXCELLENCE
447,93,FEDERAL GRANTS AND CONTRACTS,93186,,NATIONAL RESEARCH SERVICES AWARDS
492,93,FEDERAL GRANTS AND CONTRACTS,93230,,CONSOLIDATED KNOWLEDGE DEV & APPLICATION PROGRAM
631,01,TAXES,01094,,EMISSION FEE TAX
711,01,TAXES,01104,,INDIVIDUAL FIDUCIARY INCOME TAX - 2004
831,02,RIGHTS AND PRIVILEGES,02102,,COMPANY LICENSE APPLICATION FEE
880,02,RIGHTS AND PRIVILEGES,02110,,GRAIN DEALERS LICENSES
982,02,RIGHTS AND PRIVILEGES,02118,,MISCELLANEOUS GAME PERMITS
1104,09,OTHER REVENUE,09070,,RECOVERY OF AGCY G/F IND COST OF GRANT/CONT ADMIN
1112,09,OTHER REVENUE,09085,,COST ACQUISITION IMPROVEMENT ABC BD CEN WHSE
1120,10,FEDERAL GRANTS AND CONTRACTS,10010,,MAMMOGRAPHY INSPECTIONS CONTRACT
1208,10,FEDERAL GRANTS AND CONTRACTS,10162,,INSPECTION GRADING & STANDARDIZATION
1216,10,FEDERAL GRANTS AND CONTRACTS,10172,,ADVANCES FIRE FIGHTERS CONTRACT
1424,10,FEDERAL GRANTS AND CONTRACTS,10181,,RANGES AND TRAINING LAND PROGRAMS
912,93,FEDERAL GRANTS AND CONTRACTS,93585,,EMPOWERMENT ZONES PROGRAM
991,93,FEDERAL GRANTS AND CONTRACTS,93603,,ADOPTION INCENTIVE PAYMENTS
1958,84,FEDERAL GRANTS AND CONTRACTS,84372,,STATEWIDE DATA SYSTEMS
1959,93,FEDERAL GRANTS AND CONTRACTS,93069,,PUBLIC HEALTH EMERGENCY PREPAREDNESS
1960,97,FEDERAL GRANTS AND CONTRACTS,97077,,HOMELAND SEC TEST/EVAL/DEMO-TECH RE NUC DETECTION
1961,66,FEDERAL GRANTS AND CONTRACTS,66202,,CONGRESSIONALLY MANDATED PROJECTS
1962,93,FEDERAL GRANTS AND CONTRACTS,93789,,ALT TO PSYCH RESIDENT TREATMENT FACIL FOR CHILDREN
2030,14,FEDERAL GRANTS AND CONTRACTS,14884,,CAP FUND CFDA RECOVERY COMPETITIVE - ARRA
2031,14,FEDERAL GRANTS AND CONTRACTS,14885,,CAP FUND CFDA RECOVERY FORMULA - ARRA
2032,14,FEDERAL GRANTS AND CONTRACTS,14886,,INDIAN CDBG PROG RECOVERY ACT - ARRA
2033,14,FEDERAL GRANTS AND CONTRACTS,14887,,NATIVE AMERICAN HOUSING BG (COMPTIVE) - ARRA
2034,14,FEDERAL GRANTS AND CONTRACTS,14907,,LEAD-BASED PAINT HZRD CNTRL PRIVT-OWN HOUSING-ARRA
2035,14,FEDERAL GRANTS AND CONTRACTS,14908,,HEALTHY HOMES DEMONSTRATION GRANTS - ARRA
2036,14,FEDERAL GRANTS AND CONTRACTS,14909,,LEAD HZRD REDUCTN DEMONSTRATION GRAN PROG - ARRA
2037,14,FEDERAL GRANTS AND CONTRACTS,14910,,HEALTHY HOMES TECHNICAL STUDIES GRANTS - ARRA
2038,15,FEDERAL GRANTS AND CONTRACTS,15228,,NATIONAL FIRE PLAN WILDLAND URBAN INTERFACE ASSIST
2039,15,FEDERAL GRANTS AND CONTRACTS,15814,,NATL GEOLOGICAL & GEOPHYSICAL DATA PRESERV PGM
2049,16,FEDERAL GRANTS AND CONTRACTS,16556,,ST DOMESTIC VIOLENCE & SEX ASSLT COALITIONS-ARRA
2050,16,FEDERAL GRANTS AND CONTRACTS,16557,,TRIBAL DOMESTIC VIOLENCES&SEX ASSLT COALITION-ARRA
2051,16,FEDERAL GRANTS AND CONTRACTS,16580,,ED BYRNE MEM STATE/LOCAL LAW ENFORC ASSIST DIS PGM
2052,16,FEDERAL GRANTS AND CONTRACTS,16744,,ANTI GANG INITIATIVE
2053,16,FEDERAL GRANTS AND CONTRACTS,16800,,RCVRY ACT-INTERNET CRIMES AGNST CHILDREN TASKFORCE
2054,16,FEDERAL GRANTS AND CONTRACTS,16801,,RECOVERY ACT OVC ASSIST
2055,16,FEDERAL GRANTS AND CONTRACTS,16802,,RECOVERY ACT OVC COMP
2056,16,FEDERAL GRANTS AND CONTRACTS,16803,,RECOVERY ACT JAG STATE
2057,16,FEDERAL GRANTS AND CONTRACTS,16804,,RECOVERY ACT BYRNE LOCAL
2058,16,FEDERAL GRANTS AND CONTRACTS,16805,,RECOVERY ACT TRANSITIONAL HOUSING - ARRA
2059,16,FEDERAL GRANTS AND CONTRACTS,16806,,RECOVERY ACT TRIBAL GOVERNMENTS - ARRA
2060,16,FEDERAL GRANTS AND CONTRACTS,16807,,RECOVERY ACT - OVC DISCRETIONARY - ARRA
2061,16,FEDERAL GRANTS AND CONTRACTS,16808,,RECOVERY ACT - CFDA BYRNE ARRA COMPETITIVE
2062,16,FEDERAL GRANTS AND CONTRACTS,16809,,RECOVERY ACT - CFDA SOUTHERN ARRA
2063,16,FEDERAL GRANTS AND CONTRACTS,16810,,RECOVERY ACT - CFDA RURAL LE ARRA
2064,16,FEDERAL GRANTS AND CONTRACTS,16811,,RECOVERY ACT - CFDA TRIBAL CX ARRA
2066,20,FEDERAL GRANTS AND CONTRACTS,20523,,REDUCE ENERGY CONSMPTN & GREENHOUSE GAS EMM-ARRA
2067,47,FEDERAL GRANTS AND CONTRACTS,47082,,TRANS-NSF RECOVERY ACT RESEARCH SUPPORT - ARRA
2068,66,FEDERAL GRANTS AND CONTRACTS,66039,,NATIONAL CLEAN DIESEL FUNDING ASST PROG - ARRA
2069,66,FEDERAL GRANTS AND CONTRACTS,66816,,HEADQUARTERS & REGIONAL UNDRGRND STORAGE TANK-ARRA
41,84,FEDERAL GRANTS AND CONTRACTS,84348,,TITLE I ACCOUNTABILITY GRANTS
49,84,FEDERAL GRANTS AND CONTRACTS,84369,,STATE ASSESSMENTS AND RELATED ACTIVITIES
60,93,FEDERAL GRANTS AND CONTRACTS,93008,,MEDICAL RESERVE CORPS SMALL GRANT PROGRAM
182,93,FEDERAL GRANTS AND CONTRACTS,93051,,ALZHEIMER'S DISEASE DEMONSTRATION GRANTS TO STATES
193,93,FEDERAL GRANTS AND CONTRACTS,93107,,AREA HEALTH EDUCATION CENTERS-MODEL PROGRAMS
232,93,FEDERAL GRANTS AND CONTRACTS,93119,,TECHNICAL ASSISTANCE COMMUNITY HEALTH SERVICES
280,93,FEDERAL GRANTS AND CONTRACTS,93135,,CTR FOR RESEARCH&DEMO FOR HEALTH PROMO&DISEASE PRE
372,93,FEDERAL GRANTS AND CONTRACTS,93151,,HEALTH CENTER GRANTS FOR HOMELESS POPULATIONS
442,93,FEDERAL GRANTS AND CONTRACTS,93178,,NURSING WORKFORCE DIVERSITY
490,93,FEDERAL GRANTS AND CONTRACTS,93224,,COMMUNITY HEALTH CENTERS
563,93,FEDERAL GRANTS AND CONTRACTS,93243,,SUBSTANCE ABUSE/MENTAL HEALTH SERVICES-PRNS
608,93,FEDERAL GRANTS AND CONTRACTS,93262,,OCCUPATIONAL SAFETY & HEALTH RESEARCH GRANTS
682,93,FEDERAL GRANTS AND CONTRACTS,93278,,DRUG ABUSE NATIONAL RESEARCH SERVICE AWARDS
779,93,FEDERAL GRANTS AND CONTRACTS,93306,,COMPARATIVE MEDICINE PROGRAM
813,93,FEDERAL GRANTS AND CONTRACTS,93379,,GRANTS FOR GRADUATE TRAINING IN FAMILY MEDICINE
849,93,FEDERAL GRANTS AND CONTRACTS,93397,,CANCER CENTERS SUPPORT
36,84,FEDERAL GRANTS AND CONTRACTS,84010,,TITLE 1 GRANTS TO LOCAL EDUCATIONAL AGENCIES
89,84,FEDERAL GRANTS AND CONTRACTS,84031,,HIGHER EDUCATION - INSTITUTIONAL AID
100,84,FEDERAL GRANTS AND CONTRACTS,84051,,NATIONAL VOCATIONAL EDUCATION RESEARCH
165,84,FEDERAL GRANTS AND CONTRACTS,84120,,MINORITY SCIENCE & ENGINEERING IMPROVEMENT
253,84,FEDERAL GRANTS AND CONTRACTS,84153,,INTERNATIONAL BUSINESS EDUCATION
407,84,FEDERAL GRANTS AND CONTRACTS,84170,,JAVITS FELLOWSHIPS
472,84,FEDERAL GRANTS AND CONTRACTS,84187,,SUPPORTED EMP SVC FOR IND WITH SEVERE DISABILITIES
517,84,FEDERAL GRANTS AND CONTRACTS,84213,,EVEN START STATE EDUCATIONAL AGENCIES
590,84,FEDERAL GRANTS AND CONTRACTS,84243,,TECH-PREP EDUCATION
646,84,FEDERAL GRANTS AND CONTRACTS,84287,,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS
691,84,FEDERAL GRANTS AND CONTRACTS,84323,,SPECIAL ED - STATE PERSONNEL DEVELOPMENT
730,84,FEDERAL GRANTS AND CONTRACTS,84333,,DEMONSTRATION PRJ STUDENTS WITH DISABILITY
787,84,FEDERAL GRANTS AND CONTRACTS,84342,,PREPARING TOMORROW'S TEACHERS TO USE TECHNOLOGY
866,02,RIGHTS AND PRIVILEGES,02306,,CORP REGISTERED NAME FEES
628,03,SALES OF PROPERTY AND COMMODITIES,03303,,VPEP - EARLY ENROLLMENT FEE
664,03,SALES OF PROPERTY AND COMMODITIES,03323,,VPEP - DOCUMENT REPLACEMENT FEE
678,03,SALES OF PROPERTY AND COMMODITIES,03337,,VEST - ROLLOVER FEE
742,04,"DONATIONS, RECEIPTS AND TRANSFERS",04004,,VOLUNTARY WATERFOWL CONSERVATION STAMPS
756,04,"DONATIONS, RECEIPTS AND TRANSFERS",04204,,SERVICE OF PROCESS FEES-SOCIAL SERVICES
795,04,"DONATIONS, RECEIPTS AND TRANSFERS",04302,,LEGISLATIVE - EXECUTIVE TRANSFERS
885,02,RIGHTS AND PRIVILEGES,02525,,OVERAGES AND SHORTAGES FOR CITIZEN SVC'S SYSTEM
